address,city,state,zip_code
3456 PROSPECT ST,INDIANAPOLIS,IN,46203
1031 VANDEMAN ST,INDIANAPOLIS,IN,46203
7255 WASHINGTON ST,INDIANAPOLIS,IN,46241
6101 34TH ST,INDIANAPOLIS,IN,46226
6849 32ND ST,INDIANAPOLIS,IN,46226
5353 34TH ST,INDIANAPOLIS,IN,46218
5660 30TH ST,INDIANAPOLIS,IN,46218
6225 38TH ST,INDIANAPOLIS,IN,46226
3402 62ND ST,INDIANAPOLIS,IN,46268
3096 62ND ST,INDIANAPOLIS,IN,46268
3402 62ND ST,INDIANAPOLIS,IN,46268
6345 CARROLLTON AVE,INDIANAPOLIS,IN,46220
6243 COLLEGE AVE,INDIANAPOLIS,IN,46220
6048 KEYSTONE AVE,INDIANAPOLIS,IN,46220
6555 CARROLLTON AVE,INDIANAPOLIS,IN,46220
6418 CARROLLTON AVE,INDIANAPOLIS,IN,46220
6225 BROADWAY ST,INDIANAPOLIS,IN,46220
6319 GUILFORD AVE,INDIANAPOLIS,IN,46220
7171 PENNSYLVANIA ST,INDIANAPOLIS,IN,46240
5440 82ND ST,INDIANAPOLIS,IN,46250
8246 ALLISONVILLE RD,INDIANAPOLIS,IN,46250
6815 82ND ST,INDIANAPOLIS,IN,46250
5655 CASTLE CREEK PKWY NDR,INDIANAPOLIS,IN,46250
8073 CASTLETON RD,INDIANAPOLIS,IN,46250
9550 ALLISONVILLE RD,INDIANAPOLIS,IN,46250
855 HIGH SCHOOL RD,INDIANAPOLIS,IN,46214
8752 WASHINGTON ST,INDIANAPOLIS,IN,46231
7246 CASTLE MANOR DR,INDIANAPOLIS,IN,46214
